Education_Sector,School_Name,School_Type,Address_Line_1,Address_Town,Address_Postcode,Full_Phone_No,longitude,latitude
Government,Kings Park Primary School,Primary,128b Gillespie Road,St Albans,3021,03 9367 6555,144.768373,-37.733267
Government,Dandenong Valley Special Developmental School,Special,19-21 Victoria Road,Narre Warren,3805,03 9704 4800,145.2959991,-38.00759964
Government,Mornington Special Developmental School,Special,40 Robertson Drive,Mornington,3931,03 5975 6111,145.0571838,-38.22610733
Government,Bayside Special Developmental School,Special,4 Genoa Street,Moorabbin,3189,03 9555 4155,145.056804,-37.943358
Government,Rolling Hills Primary School,Primary,52 Landscape Drive,Mooroolbark,3138,03 9726 4454,145.3268171,-37.76637184
Government,Craigieburn South Primary School,Primary,102 Hothlyn Drive,Craigieburn,3064,03 9308 3133,144.93561,-37.608703
Government,Findon Primary School,Primary,Cuthbert Drive,Mill Park,3082,03 9404 1362,145.0507943,-37.66680387
Government,Loch Sport Primary School,Primary,7 Charlies Street,Loch Sport,3851,03 5146 0457,147.567174,-38.058191
Government,Yarra Ranges Special Developmental School,Special,20 Burdap Drive,Mount Evelyn,3796,03 9736 2499,145.384871,-37.77502297
Government,Colac Specialist School,Special,120A Wilson Street,Colac,3250,03 5231 1055,143.589025,-38.345712
Government,Goonawarra Primary School,Primary,2-6 Gullane Drive,Sunbury,3429,03 9744 7137,144.751508,-37.580556
Government,Mildura Specialist School,Special,341-357 Deakin Avenue,Mildura,3500,03 5021 3311,142.143641,-34.199885
Government,Southern Autistic School,Special,12 Margaretta Street,East Bentleigh,3165,03 9563 8139,145.0620819,-37.92671866
Government,Bellbridge Primary School,Primary,120 Bellbridge Drive,Hoppers Crossing,3029,03 9749 6161,144.71078,-37.871082
Government,Croydon Hills Primary School,Primary,Campaspe Drive,Croydon Hills,3136,03 9725 1206,145.271336,-37.7773
Government,Kurunjang Primary School,Primary,37-45 Mowbray Crescent,Melton,3337,03 9743 0633,144.585972,-37.670158
Government,Langwarrin Park Primary School,Primary,19-27 Northgateway,Langwarrin,3910,03 9775 7533,145.2025,-38.150915
Government,Taylors Lakes Primary School,Primary,21-35 Chichester Drive,Taylors Lakes,3038,03 9390 3388,144.794084,-37.708923
Government,Glen Katherine Primary School,Primary,39 Calendonia Drive,Eltham North,3095,03 9431 1599,145.140396,-37.689901
Government,Coburg Special Developmental School,Special,Cnr Bishop & Gaffney Streets,Coburg,3058,03 9354 4366,144.951739,-37.732916
Government,Broadmeadows Special Developmental School,Special,29 - 35 Dimboola Rd,Broadmeadows,3047,03 9302 1244,144.914104,-37.68164744
Government,Sunshine Special Developmental School,Special,Ivory Court,Sunshine,3020,03 9311 4804,144.819889,-37.80343497
Government,Swan Hill Specialist School,Special,27-33 Yana Street,Swan Hill,3585,03 5032 3683,143.54509,-35.349243
Government,Richmond Primary School,Primary,85 Brighton Street,Richmond,3121,03 9428 1909,144.9990734,-37.82956905
Government,Yarra Primary School,Primary,68-76 Davison Street,Richmond,3121,03 9428 3286,145.007482,-37.814639
Government,Skene Street School Stawell,Special,7-13 Skene Street,Stawell,3380,03 5358 2448,142.78383,-37.057672
Government,Horsham Special School,Special,17 High Street North,Horsham,3400,03 5381 1475,142.186781,-36.70784487
Government,Hampden Specialist School,Special,36 Grayland Street,Cobden,3266,03 5595 1995,143.064656,-38.323556
Government,Warrnambool Special Developmental School,Special,101 Hyland Street,Warrnambool,3280,03 5561 1711,142.472845,-38.374384
Government,Yarraville Special Developmental School,Special,117 Blackwood Street,Yarraville,3013,03 9314 4919,144.883653,-37.817905
Government,Clifton Springs Primary School,Primary,82-118 Jetty Road,Clifton Springs,3222,03 5251 3581,144.553674,-38.16518
Government,Park Ridge Primary School,Primary,Wentworth Avenue,Rowville,3178,03 9752 8555,145.262461,-37.918414
Government,Portland Bay School,Special,312 Edgar Street,Portland,3305,03 5523 2218,141.5912844,-38.36254386
Government,Hamilton Parklands School,Special,15 Kerr Street,Hamilton,3300,03 5572 3077,142.022463,-37.726861
Government,Merriang Special Developmental School,Special,11 Duncan Road,Lalor,3075,03 9464 3011,145.0150833,-37.66723751
Government,Orchard Grove Primary School,Primary,101 Orchard Grove,Blackburn South,3130,03 9894 3400,145.146528,-37.84023
Government,Meadowglen Primary School,Primary,22-48 Meadow Glen Drive,Epping,3076,03 9408 6222,145.0530862,-37.64274926
Government,Altona Green Primary School,Primary,240 Victoria Street,Altona Meadows,3028,03 9360 0777,144.7846905,-37.88657995
Government,Boroondara Park Primary School,Primary,40 Almond Street,Balwyn North,3104,03 9857 5157,145.08806,-37.788976
Government,Warragul & District Specialist School,Special,55 Burke Street,Warragul,3820,03 5623 1385,145.925061,-38.164894
Government,Western Autistic School,Special,1 Burnley Street,Laverton,3028,03 9097 2000,144.7780691,-37.85078167
Government,Warracknabeal Special Developmental School,Special,Woodbine Street,Warracknabeal,3393,03 5398 2564,142.386753,-36.249024
Government,Coral Park Primary School,Primary,145 Coral Drive,Hampton Park,3976,03 9702 8398,145.274035,-38.043489
Government,Maramba Primary School,Primary,Maramba Drive,Narre Warren,3805,03 9796 7150,145.303749,-38.003598
Government,Thomas Mitchell Primary School,Primary,67-77 Thomas Mitchell Drive,Endeavour Hills,3802,03 9706 2254,145.274463,-37.979971
Government,Karoo Primary School,Primary,Karoo Road,Rowville,3178,03 9759 6222,145.263279,-37.905324
Government,Mackellar Primary School,Primary,29-35 Goldsmith Avenue,Delahey,3037,03 9364 0200,144.776851,-37.717354
Government,Bendigo Special Developmental School,Special,26-32 Lockwood Road,Kangaroo Flat,3555,03 5447 3267,144.240152,-36.795866
Government,Echuca Specialist School,Special,High Street South,Echuca,3564,03 5482 2769,144.753772,-36.146436
Government,Aspendale Gardens Primary School,Primary,96 Kearney Drive,Aspendale Gardens,3195,03 9587 0877,145.116796,-38.022512
Government,Berwick Fields Primary School,Primary,35 Gwendoline Drive,Berwick,3806,03 8786 9988,145.333646,-38.049548
Government,Brentwood Park Primary School,Primary,Bemersyde Drive,Berwick,3806,03 9702 2022,145.347454,-38.052556
Government,Eastern Ranges School,Special,56 Dorset Road,Ferntree Gully,3156,03 9758 3772,145.2849193,-37.88042006
Government,Cambridge Primary School,Primary,Carruthers Drive,Hoppers Crossing,3029,03 9748 9011,144.675695,-37.867389
Government,Rowellyn Park Primary School,Primary,Rowellyn Avenue,Carrum Downs,3201,03 9782 0953,145.191954,-38.103764
Government,Baden Powell P-9 College,Pri/Sec,Sycamore Street,Hoppers Crossing,3029,03 9748 8688,144.690864,-37.859807
Government,Woodlands Primary School,Primary,10 Gum Nut Drive,Langwarrin,3910,03 9788 8333,145.205019,-38.135677
Government,Mill Park Heights Primary School,Primary,Pindari Avenue,Mill Park,3082,03 9436 8866,145.05131,-37.65720896
Government,Monmia Primary School,Primary,Copernicus Way,Keilor Downs,3038,03 9364 1007,144.792382,-37.717826
Government,Seabrook Primary School,Primary,83-105 Point Cook Road,Seabrook,3028,03 9395 1758,144.757899,-37.878842
Government,Willmott Park Primary School,Primary,Dorchester Street,Craigieburn,3064,03 9305 6639,144.921416,-37.591462
Government,Thomas Chirnside Primary School,Primary,85 Walls Road,Werribee,3030,03 9741 0200,144.637883,-37.903205
Government,Heany Park Primary School,Primary,Buckingham Drive,Rowville,3178,03 9764 5533,145.24288,-37.933923
Government,Ranfurly Primary School,Primary,348 Ontario Avenue,Mildura,3500,03 5022 1299,142.133903,-34.193672
Government,Kilberry Valley Primary School,Primary,Kilberry Boulevard,Hampton Park,3976,03 9702 8688,145.279257,-38.0336
Government,Killara Primary School,Primary,61 Phillip Drive,Sunbury,3429,03 9744 6432,144.704761,-37.563874
Government,Surfside Primary School,Primary,31-65 John Dory Drive,Ocean Grove,3226,03 5256 1411,144.541513,-38.261421
Government,Oatlands Primary School,Primary,79 - 93 Kurrajong Road,Narre Warren,3805,03 9705 6055,145.31619,-38.006441
Government,Westgrove Primary School,Primary,Thames Boulevard,Werribee,3030,03 9749 8233,144.658975,-37.878096
Government,Peranbin Primary College,Primary,Tulip Street,Violet Town,3669,03 5798 1431,145.716968,-36.634239
Government,Barwon Valley School,Special,76 - 94 Laura Avenue,Belmont,3216,03 5243 1813,144.32804,-38.178775
Government,Pentland Primary School,Primary,164 Halletts Way,Bacchus Marsh,3340,03 5367 6080,144.4231834,-37.65585526
Government,Pakenham Hills Primary School,Primary,15 Kennedy Road,Pakenham,3810,03 5941 4436,145.4959937,-38.06091151
Government,Courtenay Gardens Primary School,Primary,35 Rosebank Drive,Cranbourne North,3977,03 5995 7139,145.283476,-38.079635
Government,Somerville Rise Primary School,Primary,Blacks Camp Road,Somerville,3912,03 5977 8500,145.167752,-38.230027
Government,Derrinallum P-12 College,Pri/Sec,Campbell Street,Derrinallum,3325,03 5597 6625,143.216741,-37.939591
Government,Mortlake P-12 College,Pri/Sec,10 Hood Avenue,Mortlake,3272,03 5599 2204,142.80955,-38.086366
Government,Branxholme-Wallacedale Community School,Primary,2 Monroe Street,Branxholme,3302,03 5578 6253,141.798722,-37.856354
Government,Mount Duneed Regional Primary School,Primary,90-100 Williams Road,Mount Duneed,3217,03 5264 1230,144.319606,-38.241017
Government,Grasmere Primary School,Primary,16 Ibbs Lane,Grasmere,3281,03 5565 4253,142.522877,-38.285986
Government,Narrawong District Primary School,Primary,Princes Highway,Narrawong,3285,03 5529 5375,141.716577,-38.252682
Government,Canadian Lead Primary School,Primary,301 Otway Street South,Ballarat East,3350,03 5333 7170,143.875909,-37.572968
Government,Caledonian Primary School,Primary,Thompson Street,Brown Hill,3350,03 5332 6955,143.894237,-37.55541574
Government,Tempy Primary School,Primary,13 Harrison Street,Tempy,3489,03 5093 6245,142.427082,-35.343952
Government,Rawson Primary School,Primary,Knotts Siding Road,Rawson,3825,03 5165 3443,146.398971,-37.959117
Government,Bundalaguah Primary School,Primary,627 Maffra-Sale Road,Bundalaguah,3851,03 5147 1110,147.012102,-38.023502
Government,Lardner and District Primary School,Primary,270 Burnt Store Road,Lardner,3821,03 5626 1303,145.880347,-38.204637
Government,Neerim District Rural Primary School,Primary,145 Nayook-Powelltown Road,Nayook,3832,03 5628 4415,145.949834,-37.921521
Government,Nambrok Denison Primary School,Primary,947 Sale-Cowwarr Road,Nambrok,3847,03 5149 2410,146.874813,-38.053991
Government,Welshpool and District Primary School,Primary,5960 South Gippsland Highway,Welshpool,3966,03 5688 1460,146.431109,-38.665517
Government,Whitfield District Primary School,Primary,6182 Mansfield Road,Whitfield,3733,03 5729 8286,146.412059,-36.765583
Government,Greta Valley Primary School,Primary,2376 Wangaratta Kilfeera Road,Greta South,3675,03 5766 6344,146.236359,-36.617838
Government,Everton Primary School,Primary,2157 Great Alpine Road,Everton,3678,03 5727 0222,146.544535,-36.435318
Government,Waaia Yalca South Primary School,Primary,1 Cowan Street,Waaia,3637,03 5864 1283,145.328624,-36.05147
Government,Nangiloc Colignan and District Primary School,Primary,2612 Kulkyne Way,Nangiloc,3494,03 5029 1483,142.357794,-34.473848
Government,Tyrrell College,Pri/Sec,10 Sutcliff Street,Sea Lake,3533,03 5070 2106,142.853519,-35.509276
Government,Harcourt Valley Primary School,Primary,3 Wilkinson Street,Harcourt,3453,03 5474 2266,144.257234,-37.002974
Government,Beverford District Primary School,Primary,20 School Road,Beverford,3590,03 5037 6622,143.478909,-35.232485
Government,Niddrie Primary School,Primary,25 Watt Street,Niddrie,3042,03 9379 6587,144.878433,-37.7308455
Government,Toolern Vale and District Primary School,Primary,361 Creamery Road,Toolern Vale,3337,03 9746 1312,144.5945487,-37.60671031
Government,Parkhill Primary School,Primary,4a Parkhill Drive,Ashwood,3147,03 9807 2239,145.1066034,-37.86290337
Government,Kananook Primary School,Primary,22 Wells Road,Seaford,3198,03 9786 6066,145.133088,-38.125255
Government,Roberts McCubbin Primary School,Primary,57 Birdwood Street,Box Hill South,3128,03 9890 2372,145.125753,-37.834526
Government,Tarwin Valley Primary School,Primary,6 Geale Street,Meeniyan,3956,03 5664 7382,146.0151837,-38.5793389
Government,Bayles Regional Primary School,Primary,3730 Ballarto Road,Bayles,3981,03 5997 7261,145.566026,-38.176037
Government,Le Page Primary School,Primary,77 Argus Street,Cheltenham,3192,03 9583 8342,145.0681429,-37.95926069
Government,Powlett River Primary School,Primary,9 - 21 Bent Street,Dalyston,3992,03 5678 7240,145.546196,-38.56035
Government,Glen Waverley Primary School,Primary,774 High Street Road,Glen Waverley,3150,03 9802 9938,145.167798,-37.874691
Government,Carrington Primary School,Primary,Laura Road,Knoxfield,3180,03 9763 9600,145.246969,-37.89203354
Government,Albany Rise Primary School,Primary,Albany Drive,Mulgrave,3170,03 9547 1146,145.172787,-37.928327
Government,Amsleigh Park Primary School,Primary,17 State Street,Oakleigh East,3166,03 9544 1553,145.1083329,-37.89948777
Government,Knox Central Primary School,Primary,39 Darwin Road,Boronia,3155,03 9801 3289,145.2551557,-37.86137828
Government,Mount Waverley North Primary School,Primary,Marcus Avenue,Mount Waverley,3149,03 9802 3168,145.1418605,-37.86803649
Government,Rangeview Primary School,Primary,27 Churinga Avenue,Mitcham,3132,03 9874 6381,145.2062258,-37.82956277
Government,Edenhope College,Pri/Sec,40-48 Lake Street,Edenhope,3318,03 5585 1277,141.2985627,-37.03342876
Government,Murrayville Community College,Pri/Sec,20 Francis Street,Murrayville,3512,03 5095 2001,141.1773365,-35.26557452
Government,Hawkesdale P12 College,Pri/Sec,65 Mitchell Street,Hawkesdale,3287,03 5560 7225,142.319173,-38.106976
Government,Carwatha College P-12,Pri/Sec,43-81 Browns Road,Noble Park,3174,03 9795 5848,145.1891273,-37.94245361
Government,Glen Waverley South Primary School,Primary,Whites Lane,Glen Waverley,3150,03 9560 6371,145.1676109,-37.89685885
Government,Streeton Primary School,Primary,209 Yallambie Road,Yallambie,3085,03 9435 6070,145.1013491,-37.72150321
Government,Woorinen District Primary School,Primary,49 Palmer Street,Woorinen South,3588,03 5037 6514,143.4537404,-35.29040896
Government,Woady Yaloak Primary School,Primary,50 Becker Street,Smythesdale,3351,03 5342 8565,143.6842973,-37.64352309
Government,Millwarra Primary School,Primary,Cavanagh Road,Millgrove,3799,03 5966 2518,145.6518558,-37.75278559
Government,Gormandale And District Primary School,Primary,38 Main Street,Gormandale,3873,03 5197 7444,146.703208,-38.294177
Government,Roxburgh Homestead Primary School,Primary,21-33 Mcpherson Boulevard,Roxburgh Park,3064,03 9305 1688,144.916991,-37.631647
Government,Newcomb Park Primary School,Primary,7 - 25 Richard Street,Newcomb,3219,03 5248 4176,144.3945277,-38.16519524
Government,Dinjerra Primary School,Primary,44 South Road,Braybrook,3019,03 9311 1598,144.8562935,-37.79178498
Government,Belle Vue Park Primary School,Primary,Morell Street,Glenroy,3046,03 9306 7900,144.9436284,-37.70120506
Government,Doncaster Gardens Primary School,Primary,Sandhurst Avenue,Doncaster East,3109,03 9848 5282,145.1475053,-37.78160872
Government,Nyah District Primary School,Primary,53-59 Monash Avenue,Nyah West,3595,03 5030 2548,143.343189,-35.186082
Government,Strathaird Primary School,Primary,20 Sherwood Road,Narre Warren South,3805,03 9705 3800,145.286094,-38.062566
Government,Marnebek School Cranbourne,Special,9 New Holland Drive,Cranbourne East,3977,03 5996 3858,145.2964999,-38.11020493
Government,Great Ryrie Primary School,Primary,Great Ryrie Street,Heathmont,3135,03 9870 6098,145.237626,-37.823797
Government,Timbarra P-9 College,Pri/Sec,159-197 Parkhill Drive,Berwick,3806,03 9704 2744,145.3226276,-38.01557462
Government,Parkwood Green Primary School,Primary,Cnr Gourlay Rd & Community Hub,Hillside,3037,03 9449 3600,144.74446,-37.699206
Government,Hillsmeade Primary School,Primary,82S The Promenade,Narre Warren South,3805,03 9704 6313,145.307482,-38.06499
Government,Roxburgh Park Primary School,Primary,7-21 Almands Avenue,Roxburgh Park,3064,03 9303 9335,144.931292,-37.634331
Government,Carranballac P-9 College,Pri/Sec,Cnr Foxwood Dve & Dunnings Rd,Point Cook,3030,03 9395 3533,144.74309,-37.885238
Government,Benton Junior College,Primary,261 Racecourse Road,Mornington,3931,03 5973 9100,145.061114,-38.245946
Government,Caulfield Primary School,Primary,724 Glen Huntly Road,Caulfield South,3162,03 9523 7932,145.0200308,-37.888054
Government,East Gippsland Specialist School,Special,31 Calvert Street,Bairnsdale,3875,03 5152 5922,147.598997,-37.828711
Government,Roxburgh Rise Primary School,Primary,Cnr Lockwood Dr & Bluebird Way,Roxburgh Park,3064,03 9305 4334,144.92325,-37.616552
Government,Lynbrook Primary School,Primary,Paterson Drive,Lynbrook,3975,03 8787 5390,145.248784,-38.051974
Government,South Gippsland Specialist School,Special,13 Horn Street,Leongatha,3953,03 5662 4496,145.9572894,-38.47819065
Government,Laurimar Primary School,Primary,Armidale Road,Doreen,3754,03 9717 7100,145.1264607,-37.58609429
Government,Truganina South Primary School,Primary,3-19 Parkvista Drive,Truganina,3029,03 9296 1800,144.726513,-37.863631
Government,Kororoit Creek Primary School,Primary,130 Tenterfield Drive,Burnside Heights,3023,03 8358 0600,144.754235,-37.735109
Government,Harvest Home Primary School,Primary,365 Harvest Home Road,Epping,3076,03 8468 9000,145.00173,-37.622441
Government,Truganina P-9 College,Pri/Sec,55 Clearwood Drive,Truganina,3029,03 9368 9800,144.7190874,-37.83876718
Government,Berwick Chase Primary School,Primary,72 Viewgrand Drive,Berwick,3806,03 9707 7799,145.346961,-38.067433
Government,Pakenham Lakeside Primary School,Primary,23 Shearwater Drive,Pakenham,3810,03 5940 9532,145.4393957,-38.06800361
Government,Pakenham Springs Primary School,Primary,5 Livingstone Boulevard,Pakenham,3810,03 5945 7400,145.47038,-38.084468
Government,Taylors Hill Primary School,Primary,40-50 Loddon Drive,Taylors Hill,3037,03 9361 4900,144.7599018,-37.71669468
Government,Cranbourne Carlisle Primary School,Primary,15 Silky Oak Drive,Cranbourne,3977,03 5991 3600,145.288381,-38.086803
Government,Aurora School,Special,96 Holland Road,Blackburn South,3130,03 8878 9878,145.1507912,-37.84017872
Government,Derrimut Primary School,Primary,40 Lennon Parkway,Derrimut,3030,03 8361 1000,144.7632008,-37.78926806
Government,Epping Views Primary School,Primary,20 Mansfield Street,Epping,3076,03 8401 3791,145.0247307,-37.6287027
Government,Echuca Twin Rivers Primary School,Primary,66 Wilkinson Drive,Echuca,3564,0439 062 828,144.724074,-36.140162
Government,Cranbourne East Primary School,Primary,2 Bowyer Avenue,Cranbourne East,3977,03 5990 0400,145.304608,-38.106212
Government,Yuille Park P-8 Community College,Pri/Sec,39 Violet Grove,Wendouree,3355,03 5339 5555,143.8200882,-37.52778453
Government,Lyndhurst Primary School,Primary,70 Brookwater Parade,Lyndhurst,3975,03 8768 6700,145.254082,-38.07496
Government,Aitken Creek Primary School,Primary,51-81 Grevillea Street,Craigieburn,3064,03 8338 3700,144.9060435,-37.58226295
Government,Reservoir Views Primary School,Primary,73-91 Hickford Street,Reservoir,3073,03 9460 6995,145.0206841,-37.70583898
Government,Meadows Primary School,Primary,41 Gerbert Street,Broadmeadows,3047,03 9309 2573,144.9289159,-37.68756372
Government,Mernda Park Primary School,Primary,40 Riverdale Boulevard,Mernda,3754,03 8776 9700,145.096902,-37.614469
Government,Sunshine Harvester Primary School,Primary,132 Hertford Road,Sunshine,3020,03 9311 1234,144.845687,-37.782934
Government,Alamanda K-9 College,Pri/Sec,86-100 Alamanda Boulevard,Point Cook,3030,03 8376 5200,144.7412012,-37.90833699
Government,Whitehorse Primary School,Primary,70-86 Junction Road,Blackburn North,3130,03 9878 9339,145.1669863,-37.80746673
Government,Golden Square Primary School,Primary,19 - 31 Maple Street,Golden Square,3555,03 5443 6877,144.2573028,-36.77060344
Government,Lalor Gardens Primary School,Primary,134 Kingsway Drive,Lalor,3075,03 9465 1351,145.0013492,-37.66369312
Government,Chandler Park Primary School,Primary,Cochrane Avenue,Keysborough,3173,03 9798 2228,145.1801863,-37.99231907
Government,Keysborough Primary School,Primary,33 Coomoora Road,Springvale South,3172,03 9798 4764,145.1549025,-37.98256526
Government,Lyndale Greens Primary School,Primary,1 - 19 Oakwood Avenue,Dandenong North,3175,03 9795 2271,145.205529,-37.965029
Government,Athol Road Primary School,Primary,159-167 Athol Road,Springvale South,3172,03 9547 1224,145.1503455,-37.97112339
Government,Springvale Rise Primary School,Primary,32-52 Wareham Street,Springvale,3171,03 9546 3799,145.1588204,-37.93923245
Government,Spring Parks Primary School,Primary,24 Erica Street,Springvale,3171,03 9546 6402,145.1396062,-37.95875268
Government,Keilor Views Primary School,Primary,18 Swindon Crescent,Keilor Downs,3038,03 9367 7466,144.8088553,-37.71795643
Government,Wyndham Park Primary School,Primary,Kookaburra Avenue,Werribee,3030,03 9741 4549,144.6773523,-37.88474159
Government,Lightning Reef Primary School,Primary,74 Holmes Road,Bendigo,3550,03 5443 2501,144.2687919,-36.73684309
Government,Glenroy Central Primary School,Primary,10 Logan Street,Glenroy,3046,03 9306 4144,144.927708,-37.70570483
Government,William Ruthven Primary School,Primary,60 Merrilands Road,Reservoir,3073,03 9460 1668,145.0027816,-37.69666885
Government,Newbury Primary School,Primary,202-226 Newbury Boulevard,Craigieburn,3064,03 8691 6900,144.90952,-37.571143
Government,Dallas Brooks Community Primary School,Primary,26-36 King Street,Dallas,3047,03 9309 1181,144.9417679,-37.6705505
Government,Goongerah Tubbut P-8 College,Pri/Sec,6933 Bonang Road,Goongerah,3888,03 5154 0133,148.7005096,-37.33148661
Government,Horsham Primary School,Primary,38 Baillie Street,Horsham,3400,03 5382 1534,142.2151479,-36.71137916
Government,Wyndham Vale Primary School,Primary,85 Ribblesdale Ave,Wyndham Vale,3024,03 8754 0888,144.609606,-37.895558
Government,Officer Specialist School,Special,3 Parker Street,Officer,3809,03 5943 2800,145.4113067,-38.07078882
Government,Epping Primary School,Primary,805 High Street,Epping,3076,03 9408 6362,145.0255944,-37.64485061
Government,Hazel Glen College,Pri/Sec,115 Eminence Blvd,Doreen,3754,03 9717 7500,145.119368,-37.597553
Government,Tulliallan Primary School,Primary,89 Wheelers Park Drive,Cranbourne North,3977,03 8766 3100,145.326167,-38.081604
Government,Coolaroo South Primary School,Primary,52-72 Bushfield Crescent,Coolaroo,3048,03 9309 1664,144.930657,-37.661891
Government,Jacana School for Autism,Special,19-39 Landy Road,Jacana,3047,03 9309 6258,144.913093,-37.687625
Government,Torquay Coast Primary School,Primary,25 Stretton Drive,Torquay,3228,03 5218 5600,144.340317,-38.303073
Government,Arnolds Creek Primary School,Primary,59 Claret Ash Boulevard,Melton West,3337,03 9732 8300,144.5416076,-37.66641608
Government,Wilandra Rise Primary School,Primary,25 Aayana Street,Clyde North,3978,03 5924 2500,145.321529,-38.107777
Government,South Melbourne Primary School,Primary,129-161 Ferrars Street,Southbank,3006,3,144.953367,-37.829482
Government,Barton Primary School,Primary,Everlasting Boulevard,Cranbourne West,3977,03 8766 4000,145.241039,-38.113914
Government,John Henry Primary School,Primary,141 Henry Road,Pakenham,3810,03 5908 9500,145.44192,-38.076858
Government,Bridgewood Primary School,Primary,115 Bridge Road,Officer,3809,0407 053 310,145.419662,-38.071946
Government,Armstrong Creek School,Primary,100 Central Boulevard,Armstrong Creek,3217,0418 311 618,144.367706,-38.232755
Government,Hamlyn Views School,Special,45 Calvert St,Hamlyn Heights,3215,03 5215 5700,144.332374,-38.125275
Government,Aireys Inlet Primary School,Primary,Anderson Street,Aireys Inlet,3231,03 5289 7144,144.109969,-38.45737433
Government,Morwell Central Primary School,Primary,47 - 87 McDonald Street,Morwell,3840,03 5136 5568,146.40764,-38.231672
Government,Alvie Consolidated School,Primary,40 Wool Wool Rd,Alvie,3249,03 5234 8256,143.50332,-38.241899
Government,Apollo Bay P-12 College,Pri/Sec,Pengilley Avenue,Apollo Bay,3233,03 5237 6483,143.660507,-38.753524
Government,Boisdale Consolidated School,Primary,69 Newry Road,Boisdale,3860,03 5145 4391,146.979469,-37.87959
Government,Cobram Primary School,Primary,90-100 WILLIAM STREET,Cobram,3644,03 5872 1374,145.651099,-35.925108
Government,Cohuna Consolidated School,Primary,Mead St,Cohuna,3568,03 5456 2361,144.213425,-35.806317
Government,Collingwood College,Pri/Sec,Cnr Cromwell St/McCutcheon Way,Collingwood,3066,03 9417 6681,144.990497,-37.802985
Government,Dunkeld Consolidated School,Primary,93 Victoria Valley Road,Dunkeld,3294,03 5577 2384,142.340366,-37.638984
Government,East Loddon P-12 College,Pri/Sec,Dingee Road,Dingee,3571,03 5436 8300,144.141446,-36.372222
Government,Foster Primary School,Primary,75 Pioneer Street,Foster,3960,03 5682 2370,146.201995,-38.657341
Government,Goroke P-12 College,Pri/Sec,55 Natimuk-Frances Road,Goroke,3412,03 5386 1024,141.48354,-36.715786
Government,Heywood Consolidated School,Primary,51 Kentbruck Road,Heywood,3304,03 5527 1200,141.612925,-38.127523
Government,Kiewa Valley Primary School,Primary,81 Kiewa East Road,Tangambalanga,3691,02 6027 3275,147.038773,-36.251053
Government,Lavers Hill K-12 College,Pri/Sec,Great Ocean Road,Lavers Hill,3238,03 5237 3213,143.383051,-38.681844
Government,Lockington Consolidated School,Primary,20 Burns Street,Lockington,3563,03 5486 2474,144.536638,-36.265769
Government,Manangatang P-12 College,Pri/Sec,4105 Mallee Highway,Manangatang,3546,03 5035 1270,142.884879,-35.056234
Government,Terang College,Pri/Sec,45 Strong Street,Terang,3264,03 5592 1349,142.921395,-38.246282
Government,Merino Consolidated School,Primary,49 Paschendale Road,Merino,3310,03 5579 1305,141.5483064,-37.70636625
Government,Rushworth P-12 College,Pri/Sec,45 Heily Street,Rushworth,3612,03 5856 1230,145.014399,-36.583317
Government,Macleod College,Pri/Sec,Carwarp Street,Macleod,3085,03 9459 0222,145.072218,-37.724746
Government,Pakenham Consolidated School,Primary,2 Rundell Way,Pakenham,3810,03 5941 1511,145.4645654,-38.06540915
Government,Poowong Consolidated School,Primary,5 Gardner Lane,Poowong,3988,03 5659 2356,145.769703,-38.342481
Government,Port Fairy Consolidated School,Primary,Albert Street,Port Fairy,3284,03 5568 1051,142.228225,-38.386616
Government,Red Hill Consolidated School,Primary,341 Arthurs Seat Road,Red Hill,3937,03 5989 2321,144.99657,-38.366451
Government,Sherbrooke Community School,Pri/Sec,311 Mt Dandenong Tourist Road,Sassafras,3787,03 9755 2007,145.349444,-37.868244
Government,Tongala Primary School,Primary,28 Miller Street,Tongala,3621,03 5859 0551,144.956517,-36.252149
Government,Werrimull P-12 School,Pri/Sec,5 McDonald Street,Werrimull,3496,03 5028 1251,141.593839,-34.390411
Government,Camperdown College,Pri/Sec,1 Wilson Street,Camperdown,3260,03 5593 1617,143.145435,-38.239731
Government,Timboon P-12 School,Pri/Sec,Bailey Street,Timboon,3268,03 5598 3381,142.975889,-38.484056
Government,Distance Education Centre Victoria,Pri/Sec,315 Clarendon Street,Thornbury,3071,03 8480 0000,145.025701,-37.76204
Government,Wedderburn College,Pri/Sec,15-29 Hospital Street,Wedderburn,3518,03 5494 3011,143.61877,-36.417022
Government,Victorian School Of Languages,Pri/Sec,315 Clarendon Street,Thornbury,3071,03 9474 0500,145.0258329,-37.7619483
Government,Avenues Education,Special,Level 2 999 Nepean Highway,Moorabbin,3189,03 8552 0588,145.036279,-37.934579
Government,Monash Children's Hospital School,Special,246 Clayton Road,Clayton,3168,03 8572 3100,145.124252,-37.91938
Government,Mount Erin Secondary College,Secondary,Robinsons Road,Frankston South,3199,03 5971 6000,145.146081,-38.173964
Government,Box Hill Senior Secondary College,Pri/Sec,Dunloe Avenue,Mont Albert North,3129,03 9890 0571,145.111907,-37.809243
Government,Edgars Creek Secondary College,Secondary,Trevi Drive,Mernda,3754,03 8776 9681,145.091276,-37.603895
Government,Cobden Technical School,Secondary,Mckenzie Street,Cobden,3266,03 5595 1202,143.0636059,-38.32403633
