Community Name,Community Type,Population density,Area (km sq),Child Protection Services,Community Health Services,SAAP/Homelessness,Disability Services,Mental Health Services,Health/Human services sites,Dental sites,General practice sites,Pharmacy Sites,Allied Health Sites,Complementary Health Sites,Child Care/Kindergarten Sites,Residential aged care facilities,Licensed aged care places,Primary schools,Secondary school,P-12 schools,Other schools,Nearest Health Service,Distance to Nearest Health Service,Born Overseas,Speakes language other than English at home,Main cultural group 1 (name),Main cultural group 1 (percentage),Main cultural group 2 (name),Main cultural group 2 (percentage),Main cultural group 3 (name),Main cultural group 3 (percentage),Main cultural group 4 (name),Main cultural group 4 (percentage),Other cultural group (percentage)
Brighton,Suburb,2811.838795,8.199972219,0,0,0,8,0,90,11,11,7,25,5,11,9,520,7,0,2,1,Calvary Health Care Bethlehem,3.07681666,21.4,11.1,Anglo Saxon and Celtic,73.5,German,4.7,Italian,4.4,Greek,2.1,15.3
Brighton East,Suburb,2946.43618,5.665488401,0,0,0,8,0,23,1,2,4,5,1,4,4,306,3,1,1,0,Calvary Health Care Bethlehem,2.839291475,24.5,15.5,Anglo Saxon and Celtic,66.3,German,5.6,Italian,4.2,Greek,4.1,19.7
Broadford,Town,370.2478014,9.12632023,2,1,1,3,0,10,0,1,0,6,2,2,0,0,1,1,0,0,Kilmore and District Hospital,15.45933459,8.2,3.4,Anglo Saxon and Celtic,85.4,German,4.5,Italian,2.5,Central European,1.6,6.1
Broadmeadows,Suburb,1320.783099,8.396533851,1,0,4,7,0,50,0,9,3,10,0,5,2,62,4,3,1,1,Broadmeadows Health Service,1.643677162,35.7,47.7,Anglo Saxon and Celtic,42.6,Afro-Arabic Muslim,10.1,Turkish,10.0,Italian,6.5,30.8
Brookfield,Suburb,1166.813006,4.085487543,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Melton Health,2.100861461,16.0,9.3,Anglo Saxon and Celtic,70.5,Italian,9.9,German,3.6,Central European,2.9,13.1
Brooklyn,Suburb,337.6390729,5.230437297,0,0,0,6,0,3,0,0,0,6,0,1,0,0,1,0,0,0,Western Hospital (Footscray),5.428221078,38.4,40.9,Anglo Saxon and Celtic,40.3,Italian,15.6,Central European,8.5,South East Asian,7.2,28.5
Brown Hill,Suburb,751.0432873,3.206206674,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Ballarat Hospital,5.428384977,6.1,2.1,Anglo Saxon and Celtic,88.3,German,3.4,Dutch,2.2,Central European,0.8,5.3
Brunswick,Suburb,4553.872373,5.158906108,1,15,3,35,8,101,8,19,7,20,9,10,4,200,1,2,0,0,Royal Melbourne Hospital,3.880716862,31.4,32.8,Anglo Saxon and Celtic,45.1,Italian,14.4,Greek,11.7,East Asian,4.7,24.0
Brunswick East,Suburb,4059.070065,2.15098529,18,0,5,2,2,17,1,2,3,5,2,1,0,0,4,0,0,0,St Vincent's Hospital,4.466341067,30.3,31.3,Anglo Saxon and Celtic,45.3,Italian,20.4,Greek,8.0,Afro-Arabic Muslim,4.0,22.3
Brunswick West,Suburb,4154.764456,3.181167101,0,0,1,1,0,23,3,4,5,4,3,2,2,111,4,0,0,1,Royal Melbourne Hospital,5.314507202,30.6,34.0,Anglo Saxon and Celtic,46.8,Italian,15.0,Greek,9.8,South Asian,4.1,24.3
Bruthen,Town,82.75454481,8.615840999,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,0,0,0,Bairnsdale Regional Health Service,25.26394398,10.0,2.5,Anglo Saxon and Celtic,85.6,German,5.4,Italian,3.3,Nordic,1.3,4.4
Buchan,Town,36.30630157,3.498015345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Orbost Regional Health,56.79615351,4.2,0.0,Anglo Saxon and Celtic,82.0,Dutch,5.6,German,4.5,Nordic,4.5,3.4
Bulla,Town,234.328554,1.800890215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunbury Day Hospital,10.11067564,13.5,10.8,Anglo Saxon and Celtic,67.9,Italian,14.6,Greek,3.5,Balkan,2.4,11.5
Bulleen,Suburb,1718.611987,6.657116375,0,0,0,0,0,20,4,6,2,11,1,5,0,0,1,2,0,1,Austin Hospital,3.060669477,37.6,45.9,Anglo Saxon and Celtic,32.1,Italian,25.2,Greek,13.2,East Asian,9.5,20.0
Bundalong,Town,89.86743913,3.827860272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yarrawonga District Health Service,16.25191658,8.5,2.3,Anglo Saxon and Celtic,90.0,German,2.9,Dutch,1.8,Italian,1.4,3.9
Bundoora,Suburb,1561.960906,17.05164317,0,4,0,11,0,62,9,9,5,22,4,10,6,241,3,2,1,1,Heidelberg Repatriation Hospital,7.185437802,28.6,32.9,Anglo Saxon and Celtic,46.9,Italian,14.0,Greek,7.6,East Asian,6.3,25.2
Buninyong,Town,800.6434319,3.2361472,0,0,0,0,0,4,0,1,1,0,1,0,0,0,1,0,0,0,Ballarat Hospital,12.04091481,8.7,2.1,Anglo Saxon and Celtic,85.9,Italian,2.9,German,2.7,Dutch,2.2,6.2
Bunyip,Town,371.3255551,4.077284687,0,0,0,0,0,4,0,1,1,0,0,0,1,50,2,0,0,0,West Gippsland Healthcare Group (Warragul),22.96542927,9.6,2.5,Anglo Saxon and Celtic,84.0,Dutch,3.2,Italian,3.0,German,1.9,7.8
Burnley,Suburb,722.1126065,1.117554233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Alfred,4.883882285,20.7,12.5,Anglo Saxon and Celtic,65.5,Greek,5.8,German,3.9,East Asian,3.2,21.5
Burnside,Suburb,1806.635798,5.732201261,0,0,0,0,0,6,0,3,1,2,0,0,1,90,1,1,0,0,Sunshine Hospital,11.01609458,39.6,46.4,Anglo Saxon and Celtic,30.6,Italian,14.0,Hispanic,13.7,Balkan,6.6,35.1
Burwood,Suburb,2103.628415,6.056202658,0,0,0,1,2,32,1,9,1,5,3,9,4,188,3,0,2,0,Box Hill Hospital,4.303548425,31.9,29.5,Anglo Saxon and Celtic,55.3,East Asian,10.1,Greek,6.7,Italian,5.1,22.8
Burwood East,Suburb,2457.875376,4.286629054,1,3,0,1,0,25,1,4,2,11,4,3,1,30,2,1,0,2,Box Hill Hospital,7.858746601,38.0,40.4,Anglo Saxon and Celtic,44.4,Greek,14.3,East Asian,11.4,Italian,6.1,23.9
Bushfield-Woodford,Town,291.3761457,1.836114617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,South West Healthcare (Warrnambool),9.005623887,7.4,0.0,Anglo Saxon and Celtic,95.3,Dutch,1.9,German,1.6,Italian,0.6,0.6
Buxton,Town,152.8021491,1.577202948,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Alexandra District Hospital,27.19470691,18.4,2.9,Anglo Saxon and Celtic,90.6,Italian,3.9,German,3.3,Oceanian,1.1,1.1
Cabarita,Town,280.331215,1.05232662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mildura Base Hospital,10.63778544,1.7,2.1,Anglo Saxon and Celtic,74.2,German,10.2,Italian,4.7,Unclassified,3.1,7.8
Cairnlea,Suburb,2251.61304,4.251174527,0,0,0,0,0,7,0,3,1,0,0,2,0,0,1,0,0,0,Sunshine Hospital,6.031195866,48.1,63.6,South East Asian,21.5,Anglo Saxon and Celtic,15.8,Italian,11.7,Hispanic,11.1,39.9
California Gully,Suburb,1273.88617,3.428877792,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,The Bendigo Hospital,3.000106081,3.9,0.8,Anglo Saxon and Celtic,89.1,German,3.6,Italian,1.8,Dutch,1.2,4.3
Camberwell,Suburb,2937.707577,7.226042566,10,0,0,44,2,83,6,7,6,30,8,9,11,648,4,0,0,0,Box Hill Hospital,5.931788389,22.2,14.9,Anglo Saxon and Celtic,68.1,East Asian,5.0,Italian,4.9,German,3.9,18.2
Campbellfield,Suburb,460.1821816,12.43203285,0,0,0,0,0,10,2,4,1,0,0,2,0,0,1,0,0,0,Broadmeadows Health Service,5.816001829,45.4,68.4,Afro-Arabic Muslim,24.7,Italian,21.6,Anglo Saxon and Celtic,12.8,Turkish,9.2,31.7
Campbells Creek,Town,236.0903594,5.883340614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Castlemaine Health,5.445794372,7.0,1.4,Anglo Saxon and Celtic,86.3,Central European,3.0,Italian,2.7,German,1.9,6.1
Camperdown,Town,304.7156321,10.79367008,0,0,0,2,0,24,1,2,1,8,3,4,5,76,1,1,1,0,South West Healthcare (Camperdown),1.771208141,5.0,1.6,Anglo Saxon and Celtic,90.7,German,2.4,Dutch,2.1,Nordic,0.8,4.0
Canadian,Suburb,601.4101032,5.65504301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ballarat Hospital,4.913980088,7.7,3.2,Anglo Saxon and Celtic,85.1,German,3.1,Dutch,1.8,Italian,1.8,8.2
Cann River,Town,147.5675243,1.545055398,0,0,0,0,0,3,0,1,0,2,0,1,0,0,0,0,0,0,Orbost Regional Health,77.45017758,10.8,3.0,Anglo Saxon and Celtic,83.9,German,5.9,Eastern European,3.4,Oceanian,3.4,3.4
Cannons Creek,Town,615.7651123,0.725926154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cranbourne Integrated Care Centre,12.38811921,10.5,1.6,Anglo Saxon and Celtic,89.2,German,3.1,Franco-Belgian,1.7,Asian Muslim,1.4,4.7
Canterbury,Suburb,2767.241406,3.031538912,0,0,0,7,4,31,3,3,1,3,3,6,2,256,3,2,2,0,Box Hill Hospital,4.929266305,20.1,11.6,Anglo Saxon and Celtic,72.8,East Asian,5.8,Italian,4.4,German,3.0,14.0
Cape Paterson,Town,527.9357619,1.445251591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bass Coast Regional Health,8.632424356,12.1,2.6,Anglo Saxon and Celtic,84.8,German,4.1,Italian,3.6,Dutch,1.9,5.6
Cape Schanck,Town,74.82060339,4.798143609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rosebud Hospital,13.18734445,13.7,1.7,Anglo Saxon and Celtic,82.2,German,6.6,Italian,2.4,Dutch,2.1,6.6
Cardigan Village,Town,585.9657085,0.807214472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ballarat Hospital,14.59669813,2.0,0.0,Anglo Saxon and Celtic,89.2,German,2.9,Italian,2.0,Balkan,1.5,4.4
Carisbrook,Town,321.6849819,2.287952629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Maryborough District Health Service (Maryborough),7.629084471,7.9,2.6,Anglo Saxon and Celtic,88.3,German,2.5,Dutch,1.6,Italian,1.2,6.4
Carlton,Suburb,7665.09902,1.75288016,0,2,3,11,0,66,4,7,2,8,2,7,0,0,2,0,0,0,Royal Melbourne Hospital,1.084671183,49.2,43.1,Anglo Saxon and Celtic,38.1,East Asian,20.3,South East Asian,8.9,Italian,5.8,26.9
Carlton North,Suburb,3550.544114,1.868446015,0,0,0,0,0,36,1,6,2,14,2,3,0,0,2,0,0,0,Royal Melbourne Hospital,2.473434697,22.4,16.7,Anglo Saxon and Celtic,62.6,Italian,12.2,Greek,3.9,East Asian,3.6,17.7
Carnegie,Suburb,4430.065043,3.804458814,1,0,0,38,0,32,2,4,3,6,1,4,1,120,2,0,0,0,Monash Medical Centre (Moorabbin),4.073379887,35.7,31.6,Anglo Saxon and Celtic,50.2,East Asian,8.6,Greek,6.9,South Asian,5.5,28.8
Caroline Springs,Suburb,2973.405404,4.80526469,0,0,0,1,0,7,0,1,0,2,0,4,0,0,2,0,1,0,Sunshine Hospital,10.39762394,32.6,36.8,Anglo Saxon and Celtic,36.6,Italian,16.3,Hispanic,9.3,Balkan,5.1,32.7
Carrum,Suburb,2442.197764,1.548195669,0,0,0,6,0,6,1,1,2,0,0,1,0,0,1,0,0,0,Frankston Hospital,9.592527203,19.7,8.8,Anglo Saxon and Celtic,76.7,German,3.9,Italian,2.7,Dutch,2.2,14.5
Carrum Downs,Suburb,1017.589807,19.10986123,0,0,0,0,0,24,0,2,1,5,4,6,4,222,3,0,1,0,Frankston Hospital,8.723467153,20.9,11.6,Anglo Saxon and Celtic,73.1,Italian,3.8,German,3.5,Dutch,2.7,16.9
Casterton,Town,157.426903,10.29684234,0,0,0,0,0,9,1,2,1,1,1,0,3,73,2,1,0,0,Casterton Memorial Hospital,0.182949749,5.3,0.5,Anglo Saxon and Celtic,90.4,German,4.3,Dutch,0.9,Eastern European,0.7,3.7
Castlemaine,Town,328.1992762,23.68073473,1,5,1,0,0,41,3,6,4,17,6,5,2,180,4,1,0,0,Castlemaine Health,1.434712022,8.6,2.1,Anglo Saxon and Celtic,86.9,German,3.9,Nordic,1.7,Italian,1.6,5.8
Caulfield,Suburb,3669.814274,1.469556658,0,0,0,2,5,28,1,1,1,19,1,2,5,75,0,0,0,0,Caulfield General Medical Centre,1.969728509,37.9,28.2,Anglo Saxon and Celtic,39.5,Jewish/Armenian,13.2,German,10.8,Central European,6.7,29.9
Caulfield East,Suburb,1069.854939,1.259049195,0,0,0,2,0,6,0,1,1,5,1,1,0,0,0,1,0,0,Caulfield General Medical Centre,3.610786888,35.6,31.0,Anglo Saxon and Celtic,57.9,East Asian,10.5,South Asian,4.7,Greek,4.3,22.6
Caulfield North,Suburb,3665.631629,4.201458728,0,0,0,3,0,51,7,7,2,10,4,3,3,160,3,1,1,0,Caulfield General Medical Centre,1.512040543,32.0,23.3,Anglo Saxon and Celtic,41.7,Jewish/Armenian,12.3,German,11.4,Central European,6.3,28.3
Caulfield South,Suburb,3704.608087,3.271871063,0,0,0,9,0,26,2,3,1,12,3,4,4,337,4,1,0,0,Calvary Health Care Bethlehem,2.453418394,34.7,24.3,Anglo Saxon and Celtic,45.1,Jewish/Armenian,10.2,German,9.4,Central European,5.8,29.6
Cavendish,Town,71.37240547,2.087641561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Hamilton Base Hospital,27.3959965,6.7,0.0,Anglo Saxon and Celtic,50.0,German,50.0,Hispanic,0.0,Franco-Belgian,0.0,0.0
Chadstone,Suburb,2604.588904,3.128324776,0,0,0,2,0,15,2,3,1,1,1,2,0,0,2,0,0,1,Monash Medical Centre (Clayton),5.721243711,41.4,42.9,Anglo Saxon and Celtic,44.0,Greek,10.8,East Asian,10.6,Italian,7.7,26.9
Charlton,Town,258.7071899,4.352410927,0,0,0,0,0,8,0,1,1,1,0,1,4,15,1,0,1,0,East Wimmera Health Service (Charlton),0.820085909,4.9,1.2,Anglo Saxon and Celtic,90.4,German,2.4,Italian,1.8,Nordic,1.1,4.2
Chelsea,Suburb,2811.564073,2.629852925,0,0,0,2,0,22,1,4,3,9,2,5,4,307,2,0,0,0,Frankston Hospital,11.657329,23.0,12.4,Anglo Saxon and Celtic,74.9,German,4.0,Italian,3.5,Greek,2.5,15.2
Chelsea Heights,Suburb,1705.06458,3.18463011,0,0,0,0,0,5,0,1,1,2,1,2,0,0,1,0,0,0,Kingston Centre,13.17511355,24.7,15.3,Anglo Saxon and Celtic,69.6,Italian,4.9,Hispanic,3.9,German,3.1,18.5
Cheltenham,Suburb,2092.944305,10.11923726,1,0,5,15,2,68,9,6,7,15,9,9,5,340,5,1,0,0,Kingston Centre,3.082991058,23.2,17.4,Anglo Saxon and Celtic,67.5,Greek,6.6,Italian,4.7,German,3.5,17.7
Chewton,Town,84.82499784,5.104627304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Castlemaine Health,7.044087257,9.6,2.9,Anglo Saxon and Celtic,87.2,German,3.1,Central European,2.7,Dutch,2.3,4.7
Chiltern,Town,326.8551368,3.359286352,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,Beechworth Health Service,24.89681749,7.7,0.8,Anglo Saxon and Celtic,86.2,German,3.5,Italian,1.9,Dutch,1.6,6.8
Chirnside Park,Suburb,372.1853082,25.69418994,0,0,0,8,0,13,0,1,2,1,1,6,0,0,1,0,1,0,Maroondah Hospital,11.81277517,20.1,8.8,Anglo Saxon and Celtic,75.6,Italian,7.0,German,4.4,Dutch,3.0,10.1
Churchill,Town,498.2335648,9.838759061,0,0,0,0,0,12,0,2,1,4,0,3,1,38,3,1,0,0,Latrobe Regional Hospital,12.04233627,16.1,7.5,Anglo Saxon and Celtic,76.3,German,5.4,Dutch,3.9,Italian,3.5,10.8
Clarinda,Suburb,2230.856973,3.660924972,0,0,0,0,0,12,1,2,1,5,0,1,1,90,2,0,1,0,Monash Medical Centre (Clayton),3.414401975,46.5,52.8,Anglo Saxon and Celtic,29.9,Greek,15.6,Italian,7.6,East Asian,7.1,39.7
Clayton,Suburb,2122.612772,7.653303616,3,27,1,11,2,73,8,11,5,19,1,8,3,301,2,1,0,0,Monash Medical Centre (Clayton),1.642085501,57.1,55.7,Anglo Saxon and Celtic,27.2,East Asian,21.5,Greek,11.3,South Asian,9.4,30.7
Clayton South,Suburb,1392.626118,8.262806402,0,0,0,4,0,15,2,2,2,3,0,1,1,103,2,1,0,0,Monash Medical Centre (Clayton),3.027289861,54.9,60.3,Anglo Saxon and Celtic,24.5,Greek,17.0,South East Asian,9.8,East Asian,9.2,39.4
Clifton Hill,Suburb,3666.166258,1.680774838,0,0,0,0,1,14,1,2,0,4,3,1,1,43,3,0,0,0,St Vincent's Hospital,3.664570847,19.2,13.0,Anglo Saxon and Celtic,69.4,Greek,7.1,Italian,5.5,German,3.3,14.6
Clunes,Town,174.8207791,6.126274035,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,Creswick District Hospital,18.56294893,11.4,2.5,Anglo Saxon and Celtic,85.7,German,3.3,Dutch,2.6,Central European,1.9,6.5
Cobden,Town,341.1216565,4.95717574,0,0,0,0,0,11,0,2,1,1,0,1,2,60,1,1,0,1,South West Healthcare (Camperdown),11.36184494,5.3,1.5,Anglo Saxon and Celtic,89.3,Dutch,3.4,Nordic,1.9,German,1.2,4.3
Cobram,Town,611.5692794,9.137149605,0,0,0,6,0,27,1,2,2,4,1,2,3,78,2,1,1,1,Cobram District Hospital,0.3852959,13.1,12.1,Anglo Saxon and Celtic,76.3,Italian,11.6,German,3.3,Dutch,1.2,7.6
Coburg,Suburb,3772.300466,6.9816814,1,0,2,15,0,101,6,17,7,27,1,14,3,170,8,2,0,1,Royal Melbourne Hospital,6.264142281,32.1,42.2,Anglo Saxon and Celtic,35.3,Italian,23.8,Greek,11.6,Afro-Arabic Muslim,7.2,22.2
Coburg North,Suburb,1341.291521,4.883353022,9,0,6,2,2,17,0,2,2,2,0,3,2,121,0,1,1,0,Broadmeadows Health Service,8.163037037,32.1,40.8,Anglo Saxon and Celtic,39.1,Italian,22.3,Greek,8.4,Afro-Arabic Muslim,5.8,24.4
Cockatoo,Town,635.6138356,6.053990307,0,0,0,0,0,5,0,0,1,2,0,2,0,0,1,0,0,0,Angliss Hospital,21.59815355,11.3,2.3,Anglo Saxon and Celtic,79.4,German,4.5,Dutch,3.0,Italian,2.7,10.5
Cohuna,Town,668.9962465,2.958163084,0,0,0,0,0,12,0,2,1,6,0,1,3,60,2,1,0,0,Cohuna District Hospital,0.747210777,5.3,0.7,Anglo Saxon and Celtic,88.8,German,4.0,Italian,1.9,Dutch,1.7,3.7
Colac,Town,585.3568092,20.56694278,2,6,3,18,1,47,3,2,1,11,3,6,4,245,6,2,0,1,Colac Area Health,0.749730732,5.4,2.7,Anglo Saxon and Celtic,87.2,Italian,2.9,German,2.8,Dutch,1.5,5.6
Colbinabbin,Town,297.859406,0.389445482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Goulburn Valley Health (Waranga),19.9724047,3.4,0.0,Anglo Saxon and Celtic,88.4,German,4.2,Jewish/Armenian,4.2,Hispanic,1.1,2.1
Coldstream,Town,901.8353287,1.991494392,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Maroondah Hospital,16.59824953,12.6,2.2,Anglo Saxon and Celtic,79.4,Dutch,5.3,German,4.0,Italian,3.9,7.4
Coleraine,Town,169.0271167,5.720975538,0,0,0,0,0,4,1,1,0,3,0,0,4,53,2,0,0,0,Coleraine District Health Services,0.77599557,6.4,1.8,Anglo Saxon and Celtic,90.5,German,4.8,Dutch,1.3,Nordic,0.8,2.6
Collingwood,Suburb,5342.261867,1.291026193,10,10,16,14,9,40,2,5,3,7,0,2,2,30,1,0,1,1,St Vincent's Hospital,2.158061131,31.8,30.3,Anglo Saxon and Celtic,51.6,South East Asian,12.1,East Asian,6.3,Greek,4.5,25.6
Coolaroo,Suburb,1060.349074,3.032020377,0,0,0,0,0,6,0,1,1,3,0,2,1,60,1,0,1,0,Broadmeadows Health Service,4.098366365,36.0,47.3,Anglo Saxon and Celtic,45.9,Turkish,14.0,Afro-Arabic Muslim,8.3,Italian,6.8,25.0
Coongulla,Town,129.6165307,1.265270712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Central Gippsland Health Service (Maffra),24.7841378,9.9,1.8,Anglo Saxon and Celtic,81.3,Dutch,5.8,German,3.1,Italian,1.8,8.0
Corinella,Town,348.0366062,1.79004159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bass Coast Regional Health,35.01931482,19.0,2.9,Anglo Saxon and Celtic,83.3,German,2.7,Italian,2.7,Dutch,2.5,8.9
Corio,Suburb,1292.078665,12.41874852,0,0,0,0,0,23,0,3,1,3,0,7,0,0,1,0,2,0,The Geelong Hospital,10.02868857,18.9,12.0,Anglo Saxon and Celtic,70.9,Balkan,4.2,Central European,4.1,German,3.9,16.9
Coronet Bay,Town,273.5212222,2.62502483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bass Coast Regional Health,30.77854776,19.1,5.9,Anglo Saxon and Celtic,79.6,Italian,4.2,German,2.7,Nordic,2.7,10.9
Corryong,Town,237.8378079,5.053864273,0,0,0,0,0,9,0,1,1,2,1,1,1,0,1,0,1,0,Upper Murray Health and Community Services (Corryong),0.325955655,7.7,2.2,Anglo Saxon and Celtic,84.2,German,7.6,Italian,1.9,Dutch,1.5,4.8
Cowes,Town,387.8954866,13.14013743,0,0,0,0,0,14,1,2,1,9,0,4,2,125,1,0,0,0,Bass Coast Regional Health,41.62253134,15.5,5.1,Anglo Saxon and Celtic,81.1,Italian,4.5,German,3.2,Dutch,1.8,9.4
Craigieburn,Suburb,2285.331426,12.06039513,0,0,0,0,0,23,1,4,1,7,0,7,0,0,5,1,2,0,Craigieburn Health Service,1.09880505,22.1,25.5,Anglo Saxon and Celtic,52.4,Italian,14.8,South Asian,5.0,Hispanic,3.4,24.3
Cranbourne,Suburb,1631.606192,11.80677059,0,0,1,7,0,56,6,8,4,13,5,10,1,40,6,2,0,0,Cranbourne Integrated Care Centre,1.081234753,19.5,9.0,Anglo Saxon and Celtic,72.8,Italian,4.1,German,3.7,Dutch,3.7,15.6
Cranbourne East,Suburb,1593.526996,3.140831635,0,0,0,2,0,6,0,0,0,0,0,0,1,120,0,0,1,1,Cranbourne Integrated Care Centre,2.199265787,22.5,14.4,Anglo Saxon and Celtic,69.6,Italian,5.9,German,4.3,Hispanic,3.2,17.0
Cranbourne North,Suburb,2167.260526,5.675828933,0,0,0,0,0,13,1,3,1,6,2,3,0,0,2,1,0,0,Cranbourne Integrated Care Centre,4.480010631,20.1,11.9,Anglo Saxon and Celtic,68.8,Italian,4.9,South Asian,4.3,German,3.6,18.4
Cranbourne South,Town,169.104407,1.206355314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cranbourne Integrated Care Centre,4.976655914,19.3,4.9,Anglo Saxon and Celtic,73.6,German,6.2,Italian,5.1,Hispanic,2.2,12.9
Cranbourne West,Suburb,3305.289139,2.770710705,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,Cranbourne Integrated Care Centre,1.924686817,24.1,15.0,Anglo Saxon and Celtic,67.9,South Asian,3.9,German,3.5,Hispanic,3.1,21.6
Cremorne,Suburb,2422.045221,0.69775741,0,0,0,0,0,5,0,1,1,2,0,1,0,0,0,0,0,0,The Alfred,3.045092754,20.1,12.0,Anglo Saxon and Celtic,68.5,Greek,6.8,German,4.9,Italian,4.6,15.2
Creswick,Town,253.9003782,10.53956681,0,0,0,0,0,11,1,2,1,0,0,0,3,95,3,0,0,0,Creswick District Hospital,1.159047053,9.6,2.3,Anglo Saxon and Celtic,85.9,German,4.1,Dutch,3.3,Central European,1.2,5.5
Crib Point,Suburb,458.0262964,6.407929028,0,0,0,0,0,4,1,1,0,0,0,1,0,0,2,0,0,0,Frankston Hospital,25.17147468,12.7,2.8,Anglo Saxon and Celtic,83.5,German,4.2,Dutch,3.4,Italian,2.4,6.6
Croydon,Suburb,1674.539587,14.26959397,3,1,2,20,1,80,7,8,7,31,3,14,7,471,5,3,0,0,Maroondah Hospital,3.625316166,18.5,7.3,Anglo Saxon and Celtic,78.3,German,4.4,Dutch,3.1,Italian,3.0,11.3
Croydon Hills,Suburb,2246.273247,2.548665888,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,1,0,0,Maroondah Hospital,5.924328554,13.4,6.4,Anglo Saxon and Celtic,74.7,Italian,4.9,German,4.8,Dutch,3.2,12.3
Croydon North,Suburb,2019.951175,4.007027546,0,0,0,0,0,8,0,1,1,1,0,2,0,0,2,0,0,0,Maroondah Hospital,7.30769758,16.0,6.4,Anglo Saxon and Celtic,76.1,German,4.8,Italian,4.5,Dutch,2.9,11.7
Croydon South,Suburb,2179.423986,2.088166428,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,1,Maroondah Hospital,1.8177608,16.8,6.7,Anglo Saxon and Celtic,78.6,German,3.8,Italian,3.2,Dutch,2.5,11.9
Culgoa,Town,21.5669437,4.775827369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sea Lake & District Hospital,33.68097881,3.9,0.0,Anglo Saxon and Celtic,89.7,Central European,2.6,Hispanic,1.3,German,1.3,5.1
Dales Creek,Town,290.9934638,1.319617269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djerriwarrh Health Services (Bacchus Marsh),25.44771521,10.1,1.1,Anglo Saxon and Celtic,80.1,Italian,5.9,Dutch,3.6,Nordic,3.2,7.2
Dallas,Suburb,2667.196389,2.339160336,0,0,0,0,0,17,2,4,1,3,1,2,0,0,3,0,1,1,Broadmeadows Health Service,3.024581433,40.5,58.0,Anglo Saxon and Celtic,32.5,Turkish,25.2,Afro-Arabic Muslim,8.2,Italian,6.9,27.2
Dalyston,Town,436.03992,0.919640569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bass Coast Regional Health,7.458426796,11.5,3.5,Anglo Saxon and Celtic,81.4,Italian,5.5,Dutch,4.1,Central European,2.1,6.9
Dandenong,Suburb,2226.758203,8.694253366,4,5,21,14,7,181,22,22,10,47,5,9,3,222,5,2,0,1,Dandenong Hospital,0.769822367,52.7,50.8,Anglo Saxon and Celtic,36.2,South Asian,10.2,Balkan,8.2,Italian,5.8,39.6
Dandenong North,Suburb,2451.41316,9.550409689,0,0,0,1,0,36,3,8,4,4,3,7,2,236,4,1,0,0,Dandenong Hospital,3.509925167,43.9,46.1,Anglo Saxon and Celtic,40.2,Italian,8.4,Balkan,6.2,Greek,5.6,39.7
Dandenong South,Suburb,356.3056506,15.8627852,0,0,0,0,0,3,0,0,0,0,0,1,1,86,1,0,0,0,Dandenong Hospital,5.394807247,50.4,63.8,Anglo Saxon and Celtic,20.3,Balkan,12.6,Central European,12.1,Eastern European,7.1,47.9
