Community Name,Community Type,Population density,Area (km sq),Child Protection Services,Community Health Services,SAAP/Homelessness,Disability Services,Mental Health Services,Health/Human services sites,Dental sites,General practice sites,Pharmacy Sites,Allied Health Sites,Complementary Health Sites,Child Care/Kindergarten Sites,Residential aged care facilities,Licensed aged care places,Primary schools,Secondary school,P-12 schools,Other schools,Nearest Health Service,Distance to Nearest Health Service,Born Overseas,Speakes language other than English at home,Main cultural group 1 (name),Main cultural group 1 (percentage),Main cultural group 2 (name),Main cultural group 2 (percentage),Main cultural group 3 (name),Main cultural group 3 (percentage),Main cultural group 4 (name),Main cultural group 4 (percentage),Other cultural group (percentage)
Launching Place,Town,1021.334252,1.559724445,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,Healesville and District Hospital,21.55041945,12.3,3.0,Anglo Saxon and Celtic,83.5,German,4.0,Dutch,3.7,Italian,2.5,6.3
Laverton,Suburb,777.3648942,7.017296563,0,0,0,1,0,12,1,3,1,0,0,7,0,0,1,0,1,1,Werribee Mercy Hospital,8.025254139,30.0,23.0,Anglo Saxon and Celtic,56.9,South Asian,6.4,Italian,5.2,South East Asian,4.3,27.2
Learmonth,Town,201.973822,1.46553646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Creswick District Hospital,17.91471862,5.6,0.0,Anglo Saxon and Celtic,74.8,Central European,10.7,German,4.9,Franco-Belgian,2.9,6.8
Leitchville,Town,255.4069183,1.072797878,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,Cohuna District Hospital,16.35885815,2.8,0.0,Anglo Saxon and Celtic,76.5,German,16.5,Italian,2.1,Nordic,1.6,3.3
Leongatha,Town,674.7783179,7.512096737,0,4,2,6,0,34,1,3,2,12,6,5,3,76,2,1,0,1,Gippsland Southern Health Service (Leongatha),1.3410271,7.9,2.7,Anglo Saxon and Celtic,84.3,Dutch,3.9,German,3.8,Italian,3.5,4.6
Leopold,Town,1806.205285,4.895899747,0,0,0,0,0,14,1,3,2,9,1,2,2,135,1,0,0,0,The Geelong Hospital,10.83213501,12.1,4.3,Anglo Saxon and Celtic,79.3,Italian,5.0,German,4.6,Dutch,2.9,8.2
Lethbridge,Town,158.6398811,3.668686562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Geelong Hospital,30.96885635,11.2,2.0,Anglo Saxon and Celtic,83.2,Central European,3.1,German,2.8,Balkan,2.6,8.3
Lilydale,Suburb,967.7080291,16.07923003,0,6,1,14,4,51,3,2,3,24,7,7,2,61,4,4,0,0,Maroondah Hospital,12.98275211,16.2,6.8,Anglo Saxon and Celtic,75.8,Italian,7.9,German,4.0,Dutch,3.8,8.5
Lindenow,Town,196.5511509,1.953689908,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Bairnsdale Regional Health Service,14.81748598,9.5,1.2,Anglo Saxon and Celtic,86.3,German,4.4,Italian,4.4,East Asian,1.6,3.2
Linton,Town,154.3187016,2.430035998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Beaufort & Skipton Health Service (Skipton),18.74640935,13.6,2.7,Anglo Saxon and Celtic,84.3,Dutch,5.6,German,2.0,Italian,2.0,6.2
Lismore,Town,106.8908998,2.750468006,0,0,0,0,0,3,0,2,0,3,0,1,0,0,1,0,0,0,Beaufort & Skipton Health Service (Skipton),32.87749196,9.2,2.0,Anglo Saxon and Celtic,86.6,German,3.8,Central European,2.1,Franco-Belgian,1.7,5.8
Little River,Town,304.6106788,1.391940695,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,Werribee Mercy Hospital,21.28223177,8.8,3.1,Anglo Saxon and Celtic,82.8,Italian,5.7,German,4.4,Nordic,2.6,4.4
Loch,Town,156.626613,1.257768371,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,Gippsland Southern Health Service (Korumburra),13.83783515,12.2,1.6,Anglo Saxon and Celtic,82.2,German,9.3,South Asian,3.7,Eastern European,1.9,2.8
Loch Sport,Town,218.7482984,3.730314732,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,Central Gippsland Health Service (Sale),60.29374787,21.4,4.7,Anglo Saxon and Celtic,78.6,German,5.0,Dutch,2.9,Italian,2.7,10.8
Lockington,Town,179.8025288,2.563923895,0,0,0,0,0,3,0,1,0,2,0,1,0,0,1,0,0,0,Rochester and Elmore District Health Service,24.48832419,5.8,1.2,Anglo Saxon and Celtic,89.2,German,3.2,Italian,2.2,Franco-Belgian,1.9,3.5
Long Gully,Suburb,1031.574484,3.409351485,0,0,0,1,0,6,0,0,0,0,0,1,1,73,0,0,0,0,The Bendigo Hospital,3.227526997,3.9,1.0,Anglo Saxon and Celtic,87.9,German,3.7,Italian,1.9,Dutch,1.6,4.9
Longwarry,Town,313.6417065,2.426335478,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,West Gippsland Healthcare Group (Warragul),17.04345486,7.1,1.8,Anglo Saxon and Celtic,85.4,German,4.2,Dutch,2.1,Nordic,2.1,6.3
Longwood,Town,70.96946206,2.155856837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Seymour District Memorial Hospital,38.48032533,6.7,2.5,Anglo Saxon and Celtic,89.4,Greek,4.8,Italian,2.9,Franco-Belgian,1.0,1.9
Lorne,Town,227.0295455,4.664591111,0,0,0,0,0,7,0,1,1,7,1,1,2,20,0,0,1,0,Lorne Community Hospital,1.079739707,12.5,4.8,Anglo Saxon and Celtic,83.8,Italian,3.1,Greek,2.4,German,2.4,8.3
Lovely Banks,Suburb,1079.261147,1.131329524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Geelong Hospital,9.817902899,19.4,25.1,Anglo Saxon and Celtic,44.6,Balkan,12.8,Central European,9.3,Italian,8.9,24.4
Lower Plenty,Suburb,627.2741846,6.933172298,0,0,1,3,0,10,2,2,1,0,0,1,1,90,1,0,0,0,Austin Hospital,6.308805232,14.9,9.1,Anglo Saxon and Celtic,73.0,Italian,7.6,German,3.9,Greek,2.6,12.9
Lynbrook,Suburb,1878.135822,3.533823232,0,0,0,0,0,2,0,1,0,0,0,1,2,178,2,0,0,0,Cranbourne Integrated Care Centre,7.428191487,38.7,33.7,Anglo Saxon and Celtic,47.3,South Asian,10.7,Hispanic,8.4,Italian,4.3,29.3
Lyndhurst,Suburb,2292.794467,0.383811115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cranbourne Integrated Care Centre,9.499879067,35.8,29.9,Anglo Saxon and Celtic,58.8,South Asian,6.8,Hispanic,5.6,Italian,4.0,24.8
Lysterfield,Suburb,947.2929058,6.295835178,0,0,0,0,0,2,0,0,0,0,1,0,1,50,1,0,0,0,Angliss Hospital,8.298358377,18.4,12.5,Anglo Saxon and Celtic,62.9,Italian,7.6,German,4.5,Dutch,3.1,22.0
Lysterfield South,Suburb,232.6700357,4.560105888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dandenong Hospital,6.888321687,24.3,16.0,Anglo Saxon and Celtic,62.9,Italian,8.3,Eastern European,3.8,Central European,3.4,21.6
Macarthur,Town,110.1401857,2.206279193,0,0,0,0,0,3,0,0,0,2,0,1,0,0,1,0,0,0,Penshurst & District Memorial Hospital,35.26552342,9.8,0.0,Anglo Saxon and Celtic,88.3,Dutch,3.6,German,2.8,South Eastern European,1.6,3.6
Macedon,Town,301.6379601,4.959587975,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,Kyneton District Health Service,22.09463767,14.0,3.7,Anglo Saxon and Celtic,80.4,German,6.8,Italian,2.7,Central European,2.5,7.6
Macleod,Suburb,2097.991404,4.648732106,0,0,0,4,0,20,1,2,2,1,0,5,4,260,0,0,1,0,Austin Hospital,4.356003135,21.7,18.8,Anglo Saxon and Celtic,64.8,Italian,8.1,East Asian,4.0,Central European,3.4,19.7
Maffra,Town,719.232044,6.082876919,0,0,0,4,0,19,1,3,1,10,0,3,3,72,2,1,0,0,Central Gippsland Health Service (Maffra),0.541063717,6.3,1.8,Anglo Saxon and Celtic,86.7,German,2.8,Dutch,2.3,Nordic,1.7,6.4
Maiden Gully,Suburb,181.8472577,21.86450349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The Bendigo Hospital,7.897346409,3.8,1.7,Anglo Saxon and Celtic,87.8,German,2.8,Italian,2.5,Dutch,1.8,5.0
Maidstone,Suburb,2303.98375,3.162782724,0,0,0,5,0,15,1,2,0,1,0,3,1,90,1,0,0,1,Western Hospital (Footscray),2.310204431,40.9,48.7,Anglo Saxon and Celtic,38.2,South East Asian,19.9,Italian,7.2,East Asian,6.1,28.7
Maldon,Town,183.0054364,7.038042285,0,0,0,0,0,4,0,1,0,0,0,2,4,28,1,0,0,0,Maldon Hospital,0.960696498,11.3,1.8,Anglo Saxon and Celtic,87.2,German,3.5,Dutch,1.8,Franco-Belgian,1.4,6.1
Mallacoota,Town,160.783186,6.455898939,0,0,1,2,0,4,0,1,1,1,0,1,0,0,0,1,1,0,Orbost Regional Health,145.2899998,15.7,3.1,Anglo Saxon and Celtic,84.6,German,4.7,Dutch,2.3,Franco-Belgian,1.9,6.4
Malmsbury,Town,114.8034172,5.801221048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Kyneton District Health Service,11.74421106,11.2,4.3,Anglo Saxon and Celtic,83.6,Italian,5.8,German,3.8,Nordic,2.3,4.4
Malvern,Suburb,3518.687696,2.932911611,0,0,0,3,0,93,4,8,5,12,5,5,1,113,2,0,2,0,Caulfield General Medical Centre,4.313011768,21.5,15.1,Anglo Saxon and Celtic,65.6,Greek,6.3,German,4.3,East Asian,3.9,19.9
Malvern East,Suburb,2825.702152,7.554582489,0,0,0,17,0,61,5,6,5,19,6,8,6,245,4,0,1,0,Monash Medical Centre (Moorabbin),5.485992661,24.4,20.6,Anglo Saxon and Celtic,62.2,Greek,8.1,East Asian,6.1,Italian,4.7,18.9
Manangatang,Town,263.2834098,1.078685513,0,0,0,0,0,3,0,1,0,1,0,0,2,0,0,0,1,0,Manangatang & District Hospital,0.03155872,2.9,2.2,Anglo Saxon and Celtic,88.3,German,7.3,Nordic,1.5,Dutch,1.0,2.0
Manifold Heights,Suburb,3013.854674,0.936674228,0,0,0,2,0,2,1,0,0,2,2,0,0,0,1,0,0,0,The Geelong Hospital,3.545770825,9.8,6.5,Anglo Saxon and Celtic,80.4,Italian,4.8,German,3.0,Dutch,2.9,9.0
Mansfield,Town,401.7204106,7.704363328,1,0,0,7,0,24,1,2,2,10,0,2,4,72,2,3,2,0,Mansfield District Hospital,0.041836485,8.3,2.5,Anglo Saxon and Celtic,86.9,German,4.5,Dutch,2.1,Italian,1.3,5.1
Maribyrnong,Suburb,1958.194366,5.49792206,1,1,0,2,1,21,2,4,4,6,1,1,0,0,1,1,0,0,Western Hospital (Footscray),2.596573038,38.3,45.1,Anglo Saxon and Celtic,37.1,South East Asian,11.9,Italian,10.7,East Asian,10.3,30.0
Marlo,Town,96.48697883,3.617068378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Orbost Regional Health,15.87191138,7.3,0.8,Anglo Saxon and Celtic,85.1,Italian,7.0,German,2.9,Nordic,1.3,3.8
Marong,Town,179.0008183,1.743008792,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,The Bendigo Hospital,15.27702055,2.9,0.0,Anglo Saxon and Celtic,93.0,Franco-Belgian,2.3,Italian,1.7,German,1.2,1.7
Marshall,Suburb,812.6906923,1.314153109,0,0,0,0,0,2,0,0,0,0,0,0,2,91,0,0,0,0,The Geelong Hospital,7.841242387,11.3,4.1,Anglo Saxon and Celtic,83.2,German,4.4,Dutch,3.2,Italian,1.5,7.8
Maryborough,Town,201.6084241,39.80488433,0,6,2,8,0,35,4,5,1,14,1,5,3,129,1,1,1,0,Maryborough District Health Service (Maryborough),3.202235103,6.6,1.3,Anglo Saxon and Celtic,89.3,German,2.7,Italian,2.1,Nordic,1.8,4.1
Maryknoll,Town,206.6024485,2.473349196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kooweerup Regional Health Service,27.51487518,14.2,2.1,Anglo Saxon and Celtic,77.5,Dutch,11.1,German,4.6,Franco-Belgian,2.3,4.6
Marysville,Town,105.5527979,4.358008592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Healesville and District Hospital,31.72479188,17.2,3.4,Anglo Saxon and Celtic,85.6,German,3.3,Dutch,3.1,Nordic,2.9,5.1
Mccrae,Suburb,677.9718669,3.677143731,0,0,0,2,0,7,0,2,1,1,0,0,0,0,0,0,0,0,Rosebud Hospital,5.946768579,12.4,3.7,Anglo Saxon and Celtic,85.6,German,3.5,Italian,3.0,Dutch,1.8,6.1
Mckinnon,Suburb,3799.991595,1.517898094,0,0,0,1,0,6,1,1,1,1,0,1,1,76,1,1,0,0,Monash Medical Centre (Moorabbin),2.80276349,25.5,20.3,Anglo Saxon and Celtic,60.1,German,6.0,Greek,5.8,East Asian,5.1,22.9
Meadow Heights,Suburb,3470.088706,4.625241992,2,9,0,3,5,11,0,3,1,6,0,3,1,63,2,0,0,0,Broadmeadows Health Service,4.007559012,40.6,62.0,Turkish,26.3,Anglo Saxon and Celtic,22.4,Afro-Arabic Muslim,12.0,Italian,6.5,32.7
Meeniyan,Town,235.0657155,1.995186746,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Gippsland Southern Health Service (Leongatha),15.70759869,5.7,1.4,Anglo Saxon and Celtic,84.9,German,5.6,Dutch,3.6,Italian,2.3,3.6
Melbourne,Suburb,6516.469435,4.513180073,21,13,15,50,2,416,67,39,18,75,32,6,4,422,1,4,1,0,St Vincent's Hospital,2.274307606,48.2,38.0,Anglo Saxon and Celtic,42.5,East Asian,23.5,South East Asian,7.8,South Asian,5.2,21.0
Melton,Suburb,1239.639806,6.774548511,1,3,1,2,0,42,5,4,3,14,2,7,1,60,2,1,1,0,Melton Health,3.170099424,18.3,10.1,Anglo Saxon and Celtic,74.0,Italian,6.9,German,3.8,Central European,3.7,11.6
Melton South,Suburb,90.99206511,111.2844289,0,0,0,0,0,12,0,1,1,0,1,3,3,209,4,1,1,0,Melton Health,10.13013851,16.6,8.3,Anglo Saxon and Celtic,72.9,Italian,8.5,German,3.3,Central European,3.1,12.2
Melton West,Suburb,555.0216392,25.15757767,0,0,0,0,0,11,0,1,2,12,0,3,0,0,3,1,0,1,Melton Health,1.50244804,16.5,9.2,Anglo Saxon and Celtic,69.7,Italian,9.3,German,3.8,Central European,2.9,14.2
Mentone,Suburb,1603.548709,7.525808185,1,0,0,2,0,32,2,3,3,5,2,5,3,145,3,3,2,0,Kingston Centre,4.391571543,22.7,15.4,Anglo Saxon and Celtic,70.9,Greek,5.5,Italian,4.7,German,3.1,15.8
Menzies Creek,Town,447.8148898,1.203622328,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,Angliss Hospital,11.05699883,16.6,3.3,Anglo Saxon and Celtic,77.9,German,6.3,Italian,4.5,Dutch,3.3,8.1
Merbein,Town,430.6104275,4.746749892,0,0,0,0,0,8,0,2,1,0,0,1,1,60,1,0,1,0,Mildura Base Hospital,9.239260571,5.2,2.5,Anglo Saxon and Celtic,84.4,German,3.9,Italian,2.7,Franco-Belgian,1.4,7.6
Meredith,Town,179.0265862,1.955016891,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,Ballarat Hospital,41.85216879,7.4,0.0,Anglo Saxon and Celtic,91.4,German,2.7,Dutch,2.0,Italian,0.8,3.1
Mernda,Suburb,151.0887355,33.79471001,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,2,0,The Northern Hospital,11.65363857,9.0,7.6,Anglo Saxon and Celtic,61.8,Italian,13.5,Balkan,3.3,Greek,3.2,18.1
Merricks Beach,Suburb,146.4758453,1.276661006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rosebud Hospital,26.3229792,9.3,4.7,Anglo Saxon and Celtic,88.0,German,4.3,Central European,2.1,Franco-Belgian,1.7,3.8
Merrigum,Town,307.3547879,1.538938122,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,Kyabram and District Health Service,14.3149644,11.3,4.1,Anglo Saxon and Celtic,81.0,Italian,9.1,Dutch,2.6,German,2.6,4.7
Metung,Town,182.0230436,4.559862221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bairnsdale Regional Health Service,30.82289091,16.1,2.1,Anglo Saxon and Celtic,87.3,German,3.0,Dutch,1.8,Italian,1.8,6.1
Mickleham,Suburb,25.82139282,85.54921941,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,Craigieburn Health Service,11.80322639,17.2,23.4,Anglo Saxon and Celtic,44.3,Italian,24.3,South Asian,4.5,German,3.3,23.8
Middle Park,Suburb,4833.812842,0.896807581,0,0,0,0,0,9,0,1,1,5,1,2,0,0,1,0,0,0,The Alfred,3.682824207,19.7,12.6,Anglo Saxon and Celtic,71.2,Greek,9.2,Italian,5.2,German,2.9,11.5
Milawa,Town,481.0584898,0.480191089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Northeast Health Wangaratta,18.5788964,5.7,0.0,Anglo Saxon and Celtic,93.3,Nordic,4.0,German,1.3,Italian,1.3,0.0
Mildura,Town,797.6642956,41.87977346,27,7,13,22,29,121,5,11,6,24,4,11,4,291,5,4,1,1,Mildura Base Hospital,2.089026452,10.2,9.0,Anglo Saxon and Celtic,77.5,Italian,5.9,German,4.5,Turkish,1.4,10.6
Mill Park,Suburb,2521.305359,13.0829056,0,0,0,5,0,36,3,7,3,12,4,9,2,190,5,1,0,0,The Northern Hospital,5.319679113,27.4,36.8,Anglo Saxon and Celtic,36.2,Italian,19.9,Greek,9.6,Balkan,5.2,29.1
Millgrove,Town,523.2415519,3.122840673,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Healesville and District Hospital,28.93113196,13.0,2.7,Anglo Saxon and Celtic,78.0,German,7.0,Dutch,2.9,Franco-Belgian,2.3,9.7
Miners Rest,Town,353.3426089,2.235790363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ballarat Hospital,11.70842036,4.2,1.3,Anglo Saxon and Celtic,82.4,German,6.6,Dutch,2.9,Italian,2.1,5.9
Minyip,Town,270.0783639,1.74023566,0,0,0,0,0,6,0,1,1,4,0,1,1,36,1,0,0,0,Dunmunkle Health Services (Murtoa),21.28692884,8.2,2.5,Anglo Saxon and Celtic,76.5,German,16.2,Italian,1.9,Franco-Belgian,1.6,3.8
Mirboo North,Town,223.6179561,7.181891955,0,0,0,0,0,7,0,1,1,0,0,1,1,60,1,1,0,0,Gippsland Southern Health Service (Leongatha),27.13697719,12.5,3.8,Anglo Saxon and Celtic,81.9,Italian,7.3,German,3.7,Dutch,2.7,4.4
Mitcham,Suburb,2276.160296,6.823333149,17,1,8,7,1,43,7,4,4,15,6,6,0,0,4,1,0,0,Maroondah Hospital,5.225187746,23.1,17.6,Anglo Saxon and Celtic,67.5,East Asian,5.8,Italian,5.3,German,4.0,17.4
Mitchell Park,Suburb,195.029291,2.281708547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ballarat Hospital,7.688075551,3.6,2.7,Anglo Saxon and Celtic,85.1,German,4.0,Dutch,2.8,Italian,2.4,5.6
Moe-Yallourn,Town,694.5540277,23.9981331,0,0,0,8,0,42,2,6,4,4,0,7,2,257,7,1,0,1,Latrobe Regional Hospital,20.87869789,15.0,6.2,Anglo Saxon and Celtic,74.9,Italian,5.6,German,4.3,Dutch,3.9,11.3
Monbulk,Suburb,522.3498123,5.513546539,0,0,0,0,0,10,1,2,1,2,0,2,0,0,2,1,0,0,Angliss Hospital,12.01501922,16.5,4.3,Anglo Saxon and Celtic,76.2,Dutch,10.0,German,4.6,Italian,2.2,7.1
Mont Albert,Suburb,2972.513634,1.642381029,0,0,0,4,0,10,1,0,1,1,0,0,0,0,1,0,0,0,Box Hill Hospital,0.994292697,21.5,13.9,Anglo Saxon and Celtic,72.7,East Asian,6.8,Italian,3.4,German,3.3,13.7
Mont Albert North,Suburb,2582.908623,2.159193689,0,0,0,2,0,8,0,0,0,5,1,2,1,53,0,1,1,0,Box Hill Hospital,2.220069735,24.3,18.3,Anglo Saxon and Celtic,66.6,East Asian,8.8,Italian,4.4,Greek,3.8,16.5
Montmorency,Suburb,2347.76467,3.75250557,0,0,0,2,0,13,1,1,1,4,2,4,0,0,3,1,0,0,Austin Hospital,7.672523191,12.2,5.7,Anglo Saxon and Celtic,80.0,Italian,5.2,German,2.9,Dutch,1.7,10.1
Montrose,Suburb,623.2236415,10.84361945,0,0,0,0,0,12,1,1,1,2,1,2,2,110,2,0,1,0,Maroondah Hospital,9.428938081,15.1,4.8,Anglo Saxon and Celtic,79.3,Dutch,5.1,German,4.4,Italian,2.3,8.9
Moolap,Suburb,255.0884405,2.791188808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Geelong Hospital,5.609374398,13.2,6.8,Anglo Saxon and Celtic,76.5,Italian,7.8,German,5.0,Dutch,4.0,6.8
Moonee Ponds,Suburb,3072.393792,4.513744311,2,4,1,7,10,87,15,11,8,35,9,2,2,183,2,0,2,0,Royal Melbourne Hospital,4.988675835,23.0,23.3,Anglo Saxon and Celtic,54.8,Italian,18.9,Greek,5.6,South Asian,2.8,17.9
Moorabbin,Suburb,1225.737079,4.582548816,0,0,5,6,5,27,5,1,1,7,3,2,0,0,3,0,0,2,Kingston Centre,2.966702603,27.8,23.9,Anglo Saxon and Celtic,58.1,Greek,7.5,Italian,6.7,German,4.3,23.4
Mooroolbark,Suburb,1593.627114,13.32745899,0,0,0,11,0,33,4,5,2,14,5,6,3,50,6,2,1,1,Maroondah Hospital,7.896224446,17.0,6.5,Anglo Saxon and Celtic,77.8,Italian,4.4,German,4.1,Dutch,3.0,10.7
Mordialloc,Suburb,1845.182268,4.400107317,0,0,0,4,0,16,1,2,1,7,0,4,3,168,2,2,0,0,Kingston Centre,6.869445444,22.6,16.0,Anglo Saxon and Celtic,70.5,Italian,5.4,Greek,4.2,German,3.5,16.3
Moriac,Town,358.5742628,1.921498756,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,Hesse Rural Health Service (Winchelsea),21.86441943,7.5,0.8,Anglo Saxon and Celtic,83.0,Dutch,4.1,German,3.6,Italian,3.3,6.0
Mornington,Suburb,1532.644444,15.16529165,0,0,0,1,7,87,8,11,5,23,4,12,5,456,3,1,0,1,Frankston Hospital,12.67731487,19.7,4.7,Anglo Saxon and Celtic,83.1,German,3.5,Italian,2.8,Dutch,1.8,8.9
Mortlake,Town,291.2951215,3.680116558,0,0,0,0,0,9,0,1,1,4,0,2,1,40,1,0,1,0,Terang and Mortlake Health Service (Terang),22.85700909,4.8,0.9,Anglo Saxon and Celtic,91.9,German,2.5,Dutch,1.4,Franco-Belgian,1.1,3.2
Morwell,Town,1109.783397,13.15031387,16,13,7,19,4,74,4,8,3,7,5,9,3,203,5,2,0,0,Latrobe Regional Hospital,7.999180674,15.4,9.1,Anglo Saxon and Celtic,71.6,Italian,10.3,German,3.7,Dutch,3.6,10.8
Mount Beauty,Town,145.6552962,12.09018859,0,0,0,0,0,8,0,2,1,4,0,0,1,0,1,0,0,0,Alpine Health (Mount Beauty),1.225488366,15.6,5.6,Anglo Saxon and Celtic,80.2,German,7.4,Italian,3.5,Dutch,2.3,6.5
Mount Clear,Suburb,837.4233202,3.037890083,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,1,0,0,Ballarat Hospital,6.643250089,9.6,4.2,Anglo Saxon and Celtic,83.6,German,3.8,Italian,2.8,Dutch,1.8,7.9
Mount Dandenong,Suburb,393.2078354,3.435842012,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Angliss Hospital,12.95567495,20.4,4.2,Anglo Saxon and Celtic,79.6,German,5.2,Dutch,3.0,Franco-Belgian,2.9,9.3
Mount Egerton,Town,187.5590202,1.268933905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ballarat Hospital,28.70898409,10.7,0.0,Anglo Saxon and Celtic,80.9,Dutch,4.5,German,3.4,Greek,3.4,7.9
Mount Eliza,Suburb,785.4423187,22.44595126,0,0,0,0,0,38,6,2,3,17,5,8,2,120,4,2,2,0,Frankston Hospital,7.350748195,22.1,5.9,Anglo Saxon and Celtic,81.9,German,4.1,Italian,2.6,Dutch,1.9,9.5
Mount Evelyn,Suburb,612.3289853,15.61905484,0,0,0,19,0,14,0,1,1,0,0,4,0,0,3,0,0,1,Maroondah Hospital,14.29710266,12.9,3.6,Anglo Saxon and Celtic,76.9,Dutch,6.3,German,5.0,Italian,4.0,7.9
Mount Helen,Suburb,172.8616809,19.5879155,0,0,0,0,0,5,0,1,0,0,0,2,0,0,0,1,0,0,Ballarat Hospital,10.08375368,10.5,4.0,Anglo Saxon and Celtic,83.6,German,4.4,Dutch,2.6,Italian,2.3,7.1
Mount Macedon,Town,157.1608488,7.037376092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Kyneton District Health Service,26.58655917,18.2,5.3,Anglo Saxon and Celtic,80.6,Italian,4.9,German,4.7,Franco-Belgian,1.5,8.3
Mount Martha,Suburb,1020.213347,17.17091827,0,0,1,1,0,20,2,2,1,7,4,4,1,140,1,0,1,0,Rosebud Hospital,18.76508861,17.2,3.3,Anglo Saxon and Celtic,83.9,German,3.3,Italian,3.2,Dutch,2.0,7.5
Mount Pleasant,Suburb,1091.608435,1.95308128,6,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Ballarat Hospital,4.286006349,5.9,2.3,Anglo Saxon and Celtic,83.6,German,4.2,Dutch,2.5,Italian,1.8,7.9
Mount Waverley,Suburb,2102.23517,15.92447909,11,0,5,9,0,77,13,11,6,16,6,14,1,134,7,2,1,0,Monash Medical Centre (Clayton),4.583718645,31.5,29.0,Anglo Saxon and Celtic,57.9,East Asian,8.9,Greek,7.9,Italian,4.8,20.5
Moyhu,Town,125.9101819,1.763161618,0,0,0,0,0,5,0,1,0,5,0,3,0,0,0,0,0,0,Northeast Health Wangaratta,28.23588035,7.2,2.7,Anglo Saxon and Celtic,86.3,German,7.8,Franco-Belgian,3.9,Central European,1.3,0.7
Mulgrave,Suburb,1681.109751,11.11706121,0,0,0,6,1,39,5,5,3,15,5,7,4,261,3,2,0,0,Monash Medical Centre (Clayton),5.855227931,36.7,38.9,Anglo Saxon and Celtic,43.4,Greek,10.4,Italian,8.8,East Asian,6.7,30.7
Murchison,Town,142.1284275,5.600568541,0,0,0,0,0,5,0,1,1,0,0,2,1,40,1,0,0,0,Goulburn Valley Health (Waranga),19.96632653,10.4,5.1,Anglo Saxon and Celtic,86.8,German,3.0,Dutch,1.9,Italian,1.9,6.5
Murrayville,Town,199.9556735,1.1302505,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,Mallee Track Health and Community Service,108.7882395,5.5,0.0,Anglo Saxon and Celtic,71.9,German,22.1,Nordic,1.5,Unclassified,1.1,3.4
Murrumbeena,Suburb,3650.671186,2.514606091,0,0,0,1,0,9,2,0,1,2,0,1,5,237,2,0,0,0,Monash Medical Centre (Moorabbin),3.220774391,28.2,25.0,Anglo Saxon and Celtic,58.1,Greek,7.6,East Asian,5.9,Italian,4.5,23.9
